"","experience","wage_h","logwage_h","school","school_father","school_mother","married","male","d_north","d_centre","d_south","d_partime","d_agri","d_indu","d_pa"
"5660",25,9.090965,2.207281,5,0,0,0,1,0,0,1,0,0,0,0
"5661",30,9.602332,2.262006,8,0,0,1,1,0,0,1,0,0,1,0
"5666",1,2.585243,0.9498197,13,5,5,1,0,0,0,1,0,0,0,0
"5667",8,2.954564,1.083351,13,0,5,1,1,0,0,1,0,0,0,0
"5671",10,4.801166,1.568859,8,5,5,0,1,0,0,1,0,0,0,0
"5672",12,10.34097,2.336114,11,5,5,1,1,0,0,1,0,0,1,0
"5673",0,3.939418,1.371033,8,5,5,1,1,0,0,1,0,1,0,0
"5676",24,10.91904,2.390508,13,13,5,1,1,1,0,0,0,0,1,0
"5677",15,9.848546,2.287324,13,13,5,1,0,1,0,0,1,0,0,1
"5678",18,10.2589,2.328146,13,8,8,1,1,1,0,0,0,0,0,1
"5679",16,9.027834,2.200312,13,13,13,1,0,1,0,0,0,0,0,1
"5681",39,23.95592,3.176216,8,5,5,1,1,1,0,0,0,0,0,0
"5684",17,10.3809,2.339968,8,8,5,1,0,1,0,0,0,0,0,0
"5685",17,5.022758,1.613979,8,5,5,1,1,1,0,0,0,0,0,0
"5690",13,16.8246,2.822842,13,5,5,1,1,1,0,0,0,0,0,1
"5691",16,7.38641,1.999642,13,5,5,1,1,1,0,0,0,0,0,1
"5692",12,7.38641,1.999642,13,5,5,1,0,1,0,0,0,0,0,1
"5693",11,14.77282,2.692789,13,5,5,1,1,1,0,0,0,0,0,1
"5694",19,18.46602,2.915932,13,5,8,0,0,1,0,0,0,0,0,1
"5695",10,7.550552,2.021621,11,5,5,1,0,0,1,0,0,0,0,1
"5696",12,13.77726,2.623019,18,8,8,1,1,0,1,0,0,0,0,1
"5697",9,18.28136,2.905882,18,5,5,1,0,0,1,0,0,0,0,1
"5698",21,7.632623,2.032432,13,0,0,1,1,0,1,0,0,0,1,0
"5699",27,3.102292,1.132141,5,0,0,1,0,0,1,0,0,1,0,0
"5700",14,8.125051,2.094952,13,5,5,0,0,0,1,0,0,0,1,0
"5702",13,8.647504,2.157271,13,5,5,1,1,0,1,0,0,0,1,0
"5703",18,6.682942,1.899558,8,5,5,1,0,0,1,0,0,0,1,0
"5704",26,19.69709,2.980471,18,18,5,1,1,0,1,0,0,0,0,1
"5705",24,8.125051,2.094952,13,5,5,1,0,0,1,0,0,0,1,0
"5706",34,8.642099,2.156646,8,0,0,1,1,0,1,0,0,0,0,1
"5707",25,10.66926,2.367367,8,8,0,1,1,0,1,0,0,0,0,1
"5708",35,7.164817,1.969183,5,0,0,1,1,0,1,0,0,0,0,0
"5711",22,13.44327,2.598478,13,8,8,1,1,0,1,0,0,0,0,1
"5712",20,10.1358,2.316073,21,8,13,1,0,0,1,0,0,0,0,1
"5713",7,9.848547,2.287324,18,5,5,1,1,0,1,0,0,0,1,0
"5714",10,11.93189,2.479215,13,5,5,1,0,0,1,0,0,0,0,1
"5715",25,4.609119,1.528037,0,0,0,1,1,0,1,0,0,1,0,0
"5716",13,3.545476,1.265673,0,0,0,1,0,0,1,0,1,1,0,0
"5720",3,7.201749,1.974324,8,5,5,1,1,0,0,1,0,0,0,0
"5723",24,9.848546,2.287324,8,5,5,1,1,0,0,1,0,0,0,1
"5725",24,9.71896,2.274079,8,0,0,1,1,0,0,1,0,0,0,0
"5726",28,12.31068,2.510467,5,8,5,1,1,0,0,1,0,0,0,1
"5727",8,9.027834,2.200312,18,13,13,1,0,0,0,1,0,0,0,1
"5728",18,9.43819,2.244764,13,13,13,1,1,0,0,1,0,0,0,1
"5729",12,21.33852,3.060514,18,5,8,1,0,0,0,1,0,0,0,1
"5730",30,10.55201,2.356317,5,0,0,1,1,0,0,1,0,0,0,1
"5731",25,13.78796,2.623796,13,5,5,1,0,0,0,1,0,0,0,1
"5732",24,9.848546,2.287324,13,5,5,1,1,0,0,1,0,0,0,1
"5733",24,9.027834,2.200312,13,5,5,1,0,0,0,1,0,0,0,1
"5734",15,8.207122,2.105002,13,5,0,1,1,0,0,1,0,0,0,1
"5735",12,7.75573,2.048432,8,5,5,1,1,0,0,1,0,0,1,0
"5736",12,6.811911,1.918673,13,5,5,1,0,0,0,1,0,0,0,1
"5737",10,8.793344,2.173995,13,8,13,1,1,0,0,1,0,0,0,1
"5738",25,10.93189,2.391684,13,8,5,1,1,0,0,1,0,0,1,0
"5739",29,23.80065,3.169713,18,5,5,1,1,0,0,1,0,0,0,1
"5740",22,21.33852,3.060514,18,13,5,1,0,0,0,1,0,0,0,1
"5743",10,9.574975,2.259153,8,5,5,1,1,0,0,1,0,0,0,0
"5744",28,11.66275,2.4564,13,5,5,1,1,0,0,1,0,0,0,0
"5745",23,8.125051,2.094952,13,8,5,1,0,0,0,1,0,0,0,1
"5746",25,15.51146,2.741579,13,5,5,1,1,0,0,1,0,0,0,0
"5747",30,11.27399,2.422499,13,13,8,1,1,0,0,1,0,0,0,1
"5749",32,6.997651,1.945575,5,0,0,1,1,0,0,1,0,0,0,1
"5751",16,6.647768,1.894281,8,5,0,1,1,0,0,1,0,0,1,0
"5752",10,10.34097,2.336114,11,5,5,1,0,0,0,1,0,0,0,1
"5753",17,8.272779,2.11297,8,0,0,1,1,0,0,1,0,0,1,0
"5754",17,9.971653,2.299746,11,5,5,1,1,0,0,1,0,0,1,0
"5755",33,5.844192,1.765448,5,5,5,1,1,0,0,1,0,1,0,0
"5757",22,7.386409,1.999642,5,5,5,0,0,0,0,1,0,0,0,1
"5758",30,6.770875,1.91263,5,0,0,1,1,0,0,1,0,0,1,0
"5759",34,8.617478,2.153793,11,13,5,1,1,0,0,1,0,0,1,0
"5760",16,11.07961,2.405107,13,5,5,1,0,0,0,1,0,0,0,1
"5761",30,18.46602,2.915932,18,13,13,1,0,0,0,1,0,0,0,1
"5762",28,10.77185,2.376936,8,0,0,0,1,0,0,1,0,0,1,0
"5767",10,2.954564,1.083351,5,0,0,0,0,0,1,0,0,0,0,0
"5768",32,9.602332,2.262006,5,0,0,1,1,0,1,0,0,0,1,0
"5769",14,9.330201,2.233257,8,5,5,1,0,0,1,0,0,0,0,1
"5771",23,7.201749,1.974324,13,5,5,1,0,0,1,0,1,0,0,0
"5772",34,9.306875,2.230753,8,5,5,1,1,0,1,0,0,0,1,0
"5773",23,9.233012,2.222785,8,5,0,1,1,0,1,0,0,0,1,0
"5774",18,10.45461,2.347043,13,8,5,1,1,0,1,0,0,0,1,0
"5776",20,7.681866,2.038862,11,5,5,1,1,1,0,0,0,0,0,0
"5778",30,8.863691,2.181963,8,5,5,0,1,1,0,0,0,0,0,0
"5779",7,5.022758,1.613979,8,5,5,1,1,1,0,0,0,0,1,0
"5780",25,7.977323,2.076603,8,5,5,1,1,1,0,0,0,0,0,0
"5781",25,6.714918,1.904332,5,5,5,1,1,1,0,0,0,0,0,1
"5783",9,7.796766,2.053709,13,5,5,1,0,1,0,0,0,0,0,1
"5786",27,9.233012,2.222785,16,8,5,1,1,1,0,0,0,0,0,1
"5787",27,9.330201,2.233257,13,8,8,1,0,1,0,0,0,0,0,1
"5788",28,5.982992,1.788921,13,8,5,1,1,1,0,0,0,0,1,0
"5791",27,4.062525,1.401805,0,0,0,1,1,1,0,0,0,0,1,0
"5792",34,24.62136,3.203614,13,13,13,1,1,1,0,0,0,0,0,0
"5796",8,9.43819,2.244764,13,0,0,1,0,1,0,0,0,0,0,1
"5797",35,10.07238,2.309797,5,5,0,1,0,1,0,0,0,0,0,0
"5801",8,8.679031,2.16091,8,5,5,0,0,1,0,0,0,0,1,0
"5802",13,6.770875,1.91263,8,0,0,1,0,1,0,0,1,0,0,0
"5803",16,10.55201,2.356317,13,5,0,0,1,1,0,0,0,0,0,1
"5804",11,8.309711,2.117425,13,5,5,0,0,1,0,0,0,0,0,0
"5805",30,10.79552,2.379131,13,13,5,1,1,1,0,0,0,0,0,0
"5807",30,15.51146,2.741579,13,5,5,1,0,1,0,0,0,0,0,0
"5808",7,9.971653,2.299746,13,13,8,0,1,1,0,0,0,0,0,0
"5809",34,8.535407,2.144223,13,18,13,1,0,1,0,0,0,0,0,1
"5811",27,9.183104,2.217365,8,5,5,0,0,1,0,0,0,0,0,0
"5812",3,7.017089,1.948349,13,5,5,1,0,1,0,0,0,0,1,0
"5814",27,9.634447,2.265345,13,13,8,0,1,1,0,0,0,0,0,1
"5815",20,9.602332,2.262006,18,18,8,0,0,1,0,0,0,0,0,1
"5816",28,8.125051,2.094952,8,5,0,0,0,1,0,0,0,0,0,0
"5817",32,15.25294,2.724772,8,5,5,0,1,1,0,0,0,0,1,0
"5820",34,9.971653,2.299746,5,5,0,1,1,1,0,0,0,0,1,0
"5821",30,9.602332,2.262006,5,0,0,1,0,1,0,0,0,0,0,0
"5823",10,8.494371,2.139404,8,5,5,1,1,1,0,0,0,0,0,1
"5824",21,8.712175,2.164721,13,8,8,0,1,1,0,0,0,0,0,1
"5826",5,6.50004,1.871808,8,0,5,1,1,1,0,0,0,0,0,0
"5827",3,6.155341,1.81732,8,5,5,1,0,1,0,0,0,0,0,0
"5836",13,11.81825,2.469645,18,5,5,1,1,1,0,0,0,0,0,1
"5837",13,9.027834,2.200312,13,5,8,1,0,1,0,0,0,0,0,1
"5838",28,9.848546,2.287324,8,0,0,1,1,1,0,0,0,0,1,0
"5839",16,8.207122,2.105002,13,0,0,1,0,1,0,0,0,0,0,1
"5843",0,6.647768,1.894281,5,0,0,1,1,0,0,1,0,0,0,0
"5844",2,5.32437,1.672294,13,5,5,1,1,0,0,1,0,0,1,0
"5847",3,5.909128,1.776498,11,5,0,1,0,0,0,1,1,1,0,0
"5848",22,8.552685,2.146245,8,0,0,1,1,0,0,1,0,0,1,0
"5849",10,5.909128,1.776498,8,5,0,1,0,0,0,1,0,0,0,1
"5850",18,5.355147,1.678058,8,0,0,1,1,0,0,1,0,0,0,0
"5851",23,6.5121,1.873662,8,5,0,1,1,0,0,1,0,0,1,0
"5852",10,8.863691,2.181963,8,5,0,1,1,0,0,1,0,0,0,1
"5853",6,8.552685,2.146245,13,5,5,1,0,0,0,1,0,0,0,0
"5854",12,7.792256,2.05313,8,5,5,1,1,0,0,1,0,0,0,1
"5855",20,8.125051,2.094952,5,0,0,1,1,0,0,1,0,0,0,1
"5856",24,17.88289,2.883844,18,8,5,0,0,0,0,1,0,0,0,1
"5857",19,9.233012,2.222785,11,5,0,1,1,0,0,1,0,0,0,1
"5860",0,4.431846,1.488816,5,5,0,1,1,0,0,1,0,0,0,0
"5861",24,8.617478,2.153793,8,8,5,1,1,0,0,1,0,0,0,1
"5862",18,7.386409,1.999642,8,5,5,1,1,0,0,1,0,0,1,0
"5863",15,6.647768,1.894281,8,5,0,1,1,0,0,1,0,0,0,0
"5864",25,11.17943,2.414076,8,0,0,1,1,1,0,0,0,0,1,0
"5865",32,16.90011,2.82732,18,5,5,1,1,1,0,0,0,0,0,1
"5866",22,9.602332,2.262006,13,8,8,1,0,1,0,0,0,0,0,1
"5869",29,30.21713,3.408409,18,5,5,1,1,1,0,0,0,0,1,0
"5870",16,9.848546,2.287324,13,5,8,1,1,1,0,0,0,0,0,1
"5871",16,9.027834,2.200312,13,5,5,1,0,1,0,0,0,0,0,1
"5872",23,20.26968,3.009126,13,0,5,1,1,1,0,0,0,0,1,0
"5873",20,10.88524,2.387407,13,13,13,1,0,1,0,0,0,0,0,1
"5877",33,16.54556,2.806118,18,13,13,1,1,1,0,0,0,0,0,1
"5878",33,24.53929,3.200276,18,18,5,1,0,1,0,0,0,0,0,1
"5881",21,5.909128,1.776498,8,0,0,1,1,1,0,0,0,1,0,0
"5882",10,5.539807,1.71196,11,5,0,1,0,1,0,0,0,0,0,0
"5883",18,9.602332,2.262006,18,13,8,0,0,1,0,0,0,0,0,1
"5884",13,9.634447,2.265345,13,8,8,1,1,1,0,0,0,0,1,0
"5885",5,4.308739,1.460645,13,13,8,1,0,1,0,0,1,0,0,0
"5886",20,18.46602,2.915932,18,18,18,0,1,1,0,0,0,0,0,1
"5889",25,10.89495,2.3883,8,0,0,1,1,0,0,1,0,0,0,1
"5890",0,6.983514,1.943552,5,5,5,1,1,0,0,1,0,0,0,0
"5892",21,15.25704,2.725041,18,8,5,1,1,0,0,1,0,0,0,1
"5893",20,15.25704,2.725041,18,13,13,1,0,0,0,1,0,0,0,1
"5895",11,10.05372,2.307943,11,13,13,1,0,1,0,0,0,0,0,1
"5896",14,9.524581,2.253876,8,5,5,1,1,1,0,0,0,0,0,1
"5897",11,11.44893,2.437897,11,5,5,1,1,1,0,0,0,0,0,0
"5898",29,16.00389,2.772832,13,5,8,1,1,1,0,0,0,0,0,1
"5899",22,8.783838,2.172914,11,5,5,1,0,1,0,0,0,0,0,1
"5900",8,11.44893,2.437897,8,13,13,0,1,1,0,0,0,0,1,0
"5903",30,9.971653,2.299746,5,0,0,0,1,1,0,0,0,0,0,0
"5904",10,11.48997,2.441475,13,8,5,0,1,1,0,0,0,0,0,1
"5905",30,9.971653,2.299746,8,0,0,1,1,1,0,0,0,0,0,1
"5906",33,11.69515,2.459174,8,5,0,1,1,1,0,0,0,0,0,1
"5907",15,8.469749,2.136501,8,0,5,1,0,1,0,0,1,0,0,0
"5909",20,7.75573,2.048432,8,5,5,1,0,1,0,0,0,0,1,0
"5911",18,8.802138,2.174995,13,13,13,1,1,1,0,0,0,0,0,1
"5912",32,7.958856,2.074285,5,5,5,0,0,1,0,0,0,0,1,0
"5914",16,20.28449,3.009856,18,13,8,0,0,1,0,0,0,0,0,1
"5915",31,33.23885,3.503719,18,8,18,1,1,1,0,0,0,0,0,1
"5916",28,28.72493,3.357765,18,13,5,1,0,1,0,0,0,0,0,1
"5917",9,12.24589,2.50519,18,8,8,0,1,1,0,0,0,0,0,0
"5918",15,11.81826,2.469646,8,5,5,1,1,1,0,0,0,0,0,0
"5919",6,8.863691,2.181963,13,5,5,1,0,1,0,0,1,0,0,0
"5921",4,13.51713,2.603958,13,13,8,0,1,1,0,0,0,1,0,0
"5922",35,14.15081,2.649772,8,0,5,1,1,1,0,0,0,0,1,0
"5924",17,9.43819,2.244764,13,5,5,0,0,1,0,0,0,0,0,1
"5925",35,5.909127,1.776498,8,5,5,1,1,1,0,0,0,0,0,0
"5926",22,6.565697,1.881859,0,0,0,1,1,1,0,0,0,0,1,0
"5927",11,7.386409,1.999642,8,5,5,1,0,1,0,0,1,0,0,0
"5929",8,5.847574,1.766027,8,5,5,0,0,1,0,0,0,0,1,0
"5930",9,14.15728,2.650229,18,5,8,1,1,1,0,0,0,0,0,1
"5931",38,6.893982,1.930649,8,5,5,0,1,1,0,0,0,0,1,0
"5932",29,6.565697,1.881859,8,5,5,1,1,1,0,0,0,0,0,0
"5933",25,6.241516,1.831223,8,5,5,1,0,1,0,0,0,0,1,0
"5934",22,6.50004,1.871808,8,5,5,1,0,1,0,0,0,0,1,0
"5935",24,7.75573,2.048432,8,5,5,1,1,1,0,0,0,0,1,0
"5938",8,7.222267,1.977169,13,8,8,1,1,1,0,0,0,0,1,0
"5939",8,6.871078,1.927321,13,8,8,1,0,1,0,0,0,0,1,0
"5940",11,6.832429,1.92168,8,5,5,0,0,1,0,0,0,0,1,0
"5942",14,7.017089,1.948349,11,5,5,0,0,1,0,0,0,0,0,0
"5943",18,6.573905,1.883108,8,0,0,0,0,1,0,0,0,0,1,0
"5944",5,6.647768,1.894281,8,5,5,0,0,1,0,0,0,0,1,0
"5945",2,6.565697,1.881859,13,8,5,0,1,1,0,0,0,0,1,0
"5946",8,7.017089,1.948349,8,5,5,0,1,1,0,0,0,0,1,0
"5947",31,7.090953,1.95882,5,5,5,1,1,1,0,0,0,0,1,0
"5950",20,7.386409,1.999642,8,8,8,1,0,1,0,0,0,0,0,0
"5951",35,13.9953,2.638722,13,8,8,1,1,1,0,0,0,0,1,0
"5952",33,9.981634,2.300747,5,0,0,1,0,1,0,0,0,0,1,0
"5955",8,6.832429,1.92168,8,5,5,1,1,0,1,0,0,0,0,0
"5956",15,5.170487,1.642967,13,8,5,0,0,0,1,0,0,0,0,0
"5959",36,9.918893,2.294441,5,0,0,1,1,1,0,0,0,0,0,1
"5961",3,7.466263,2.010395,11,5,0,1,1,1,0,0,0,0,1,0
"5962",21,14.77282,2.692789,8,5,5,1,1,1,0,0,0,0,0,1
"5963",35,5.064967,1.622348,5,0,5,1,1,1,0,0,0,0,0,0
"5964",34,12.47483,2.523713,0,0,0,1,1,1,0,0,0,0,0,0
"5965",28,7.090953,1.95882,8,5,0,0,1,1,0,0,0,1,0,0
"5967",37,7.755731,2.048432,5,0,0,1,1,1,0,0,0,0,0,0
"5968",30,6.647768,1.894281,5,0,0,1,1,1,0,0,0,0,0,0
"5970",8,7.386409,1.999642,13,8,8,0,1,1,0,0,0,0,0,1
"5973",20,8.207122,2.105002,13,5,5,1,1,1,0,0,0,0,0,1
"5974",20,5.4167,1.689487,5,0,0,1,0,1,0,0,0,1,0,0
"5976",13,7.75573,2.048432,8,8,5,1,1,1,0,0,0,0,0,0
"5977",23,17.23495,2.84694,18,18,18,1,0,1,0,0,0,0,0,1
"5978",14,13.21778,2.581563,13,13,8,1,1,1,0,0,0,0,0,0
"5979",19,7.386409,1.999642,11,8,5,1,0,1,0,0,0,0,0,0
"5980",5,7.386409,1.999642,13,13,13,1,1,1,0,0,0,0,0,0
"5981",38,18.19389,2.901086,11,5,5,1,1,1,0,0,0,0,0,1
"5984",14,17.07081,2.83737,18,13,13,1,0,1,0,0,0,0,0,1
"5988",15,8.863691,2.181963,11,5,5,1,1,0,1,0,0,0,1,0
"5989",10,5.539807,1.71196,8,5,5,1,0,0,1,0,0,0,1,0
"5992",18,12.31068,2.510467,18,8,13,1,1,0,1,0,0,0,0,1
"5993",21,9.848546,2.287324,13,13,5,1,1,0,1,0,0,0,0,0
"5994",10,2.659107,0.9779905,13,5,5,1,0,0,1,0,1,0,0,0
"5995",1,3.693205,1.306495,11,5,0,1,1,0,0,1,0,0,0,0
"5996",22,8.207122,2.105002,8,0,0,1,0,0,0,1,0,0,0,1
"5997",24,9.848546,2.287324,13,18,13,1,1,0,0,1,0,0,0,1
"5998",24,24.62136,3.203614,18,18,13,1,0,0,0,1,0,0,0,1
"5999",35,8.584206,2.149924,8,0,0,1,1,0,0,1,0,0,0,1
"6000",4,2.148774,0.7648973,8,8,13,1,0,0,0,1,0,0,0,0
"6001",5,6.565697,1.881859,13,8,5,1,1,0,0,1,0,0,0,0
"6002",2,4.924273,1.594177,13,5,5,1,0,0,0,1,1,0,0,0
"6003",8,7.017089,1.948349,8,0,0,1,1,0,0,1,0,0,0,0
"6004",17,9.454604,2.246502,8,5,5,1,1,0,0,1,0,0,0,1
"6005",35,9.602332,2.262006,8,5,5,1,1,1,0,0,0,0,1,0
"6007",33,13.29554,2.587428,11,8,5,1,1,1,0,0,0,0,1,0
"6010",9,4.801166,1.568859,13,13,5,1,0,1,0,0,0,0,1,0
"6012",23,10.49648,2.35104,13,5,5,1,1,1,0,0,0,0,0,1
"6013",2,7.386409,1.999642,11,13,8,1,0,1,0,0,1,0,0,0
"6014",27,6.50004,1.871808,5,8,5,1,0,1,0,0,1,0,0,0
"6018",17,6.565697,1.881859,8,0,5,0,1,1,0,0,0,0,0,0
"6023",8,4.431846,1.488816,13,8,8,1,1,1,0,0,0,0,0,0
"6024",13,4.834741,1.575827,8,8,8,1,0,1,0,0,0,0,0,0
"6025",36,11.66275,2.4564,5,5,5,0,1,1,0,0,0,0,0,0
"6026",20,7.386409,1.999642,8,5,5,0,0,1,0,0,0,0,0,0
"6027",32,8.863691,2.181963,5,0,0,1,1,1,0,0,0,0,1,0
"6029",22,11.19624,2.415578,8,5,5,1,1,1,0,0,0,0,0,1
"6030",16,13.13139,2.575006,13,5,5,1,1,1,0,0,0,0,1,0
"6031",15,13.00008,2.564955,13,5,5,1,0,1,0,0,1,0,0,0
"6032",27,8.494371,2.139404,8,5,5,1,1,1,0,0,0,0,1,0
"6033",20,8.863691,2.181963,5,5,5,1,1,1,0,0,0,0,1,0
"6034",14,6.211299,1.82637,8,5,5,1,1,1,0,0,0,0,1,0
"6035",11,6.401555,1.856541,8,5,5,1,0,1,0,0,0,0,1,0
"6036",8,12.31068,2.510467,13,8,0,1,1,1,0,0,0,0,0,1
"6038",28,15.75767,2.757328,13,13,5,1,1,1,0,0,0,0,0,0
"6041",20,6.647768,1.894281,8,0,0,1,0,1,0,0,1,0,1,0
"6042",20,8.125051,2.094952,11,5,5,1,1,1,0,0,0,0,0,0
"6043",6,12.18758,2.500417,13,8,8,0,1,1,0,0,0,0,0,0
"6044",9,6.647768,1.894281,8,0,0,0,1,1,0,0,0,0,0,0
"6045",35,14.77282,2.692789,13,8,5,1,1,1,0,0,0,0,1,0
"6048",25,13.71762,2.618681,18,5,5,1,0,1,0,0,0,0,0,1
"6049",10,3.693205,1.306495,5,5,5,1,0,0,1,0,0,0,1,0
"6051",30,7.386409,1.999642,8,5,5,1,1,0,1,0,0,0,1,0
"6052",22,6.647768,1.894281,5,5,5,1,0,0,1,0,1,0,1,0
"6053",32,7.017089,1.948349,5,5,5,1,1,0,1,0,0,0,1,0
"6054",32,7.017089,1.948349,5,5,5,1,0,0,1,0,0,0,1,0
"6058",35,8.125051,2.094952,5,5,5,1,1,0,1,0,0,0,1,0
"6059",18,6.155341,1.81732,5,5,5,1,0,0,1,0,1,0,0,0
"6061",5,14.77282,2.692789,18,5,5,1,0,0,1,0,0,0,0,1
"6062",4,8.494371,2.139404,5,0,0,1,1,0,1,0,0,0,1,0
"6063",2,4.924273,1.594177,5,5,0,1,0,0,1,0,1,0,0,0
"6064",30,8.531302,2.143742,5,0,0,1,1,1,0,0,0,0,1,0
"6066",37,9.971653,2.299746,8,0,0,0,1,1,0,0,0,0,1,0
"14",35,9.322917,2.232476,13,5,5,1,1,0,0,1,0,0,0,0
"212",33,7.458333,2.009332,13,5,5,1,1,1,0,0,0,1,0,0
"316",23,7.458333,2.009332,13,5,5,1,0,1,0,0,0,1,0,0
"73",34,11.80903,2.468864,8,5,5,1,1,1,0,0,0,0,0,1
"101",30,15.6625,2.751269,5,0,0,1,0,0,0,1,0,1,0,0
"12",32,8.390625,2.127115,8,5,5,1,1,0,1,0,0,0,1,0
"13",17,5.59375,1.72165,5,5,5,1,0,0,1,0,0,0,1,0
"15",31,9.322917,2.232476,13,5,5,1,1,0,0,1,0,0,0,1
"167",33,12.43056,2.520158,16,5,5,1,0,0,0,1,0,0,0,1
"173",30,3.332447,1.203707,5,5,5,0,0,1,0,0,1,0,0,0
"2033",30,13.08937,2.571801,8,5,5,1,1,0,1,0,0,0,0,1
"2312",35,8.054999,2.086293,8,5,5,1,1,1,0,0,0,0,1,0
"254",34,18.14189,2.898224,13,5,5,1,1,0,1,0,0,0,0,0
"267",1,6.7125,1.903971,13,5,5,1,0,0,1,0,0,0,0,1
"275",26,15.53819,2.743301,13,8,8,1,1,0,0,1,0,0,0,1
"28100",13,11.88672,2.475422,18,5,5,1,0,0,0,1,0,0,0,1
"305",32,21.75347,3.079773,8,8,13,1,1,1,0,0,0,0,0,1
"31",32,11.1875,2.414797,13,8,8,1,0,1,0,0,0,0,0,1
"3332",32,9.509375,2.252278,8,8,5,0,1,1,0,0,0,0,1,0
"35",32,14.34295,2.663259,8,5,5,1,1,1,0,0,0,0,0,0
"3617",6,6.544687,1.878654,13,5,8,0,0,1,0,0,0,0,1,0
"37",27,11.80903,2.468864,13,5,5,1,1,1,0,0,0,0,0,1
"3812",12,5.59375,1.72165,18,5,5,1,0,1,0,0,1,0,0,0
"3912",23,17.9,2.884801,18,5,8,1,0,1,0,0,0,0,0,1
"40",29,19.17857,2.953794,13,5,5,1,1,1,0,0,0,0,0,0
"431",32,7.663437,2.036461,13,13,8,1,1,0,0,1,0,0,0,1
"46",35,8.287037,2.114692,13,5,5,0,1,1,0,0,0,0,0,1
"478",28,12.43056,2.520158,13,5,5,1,0,1,0,0,0,0,0,1
"49",16,8.243421,2.109415,8,5,5,1,0,1,0,0,0,0,0,1
"5012",18,9.012153,2.198574,13,8,5,1,0,1,0,0,0,0,0,1
"52",26,15.70725,2.754122,18,8,8,1,0,0,0,1,0,0,0,1
"5315",26,15.58259,2.746154,18,5,5,0,0,1,0,0,0,0,0,1
"5410",26,7.83125,2.058122,13,5,5,1,0,1,0,0,1,0,0,0
"558",33,8.390625,2.127115,8,5,5,1,1,1,0,0,0,0,0,0
"571",19,9.185527,2.217629,8,0,0,1,1,0,0,1,0,0,0,0
"603",21,9.638461,2.265761,13,13,8,1,0,0,0,1,0,0,0,0
"61",20,12.04808,2.488905,13,8,8,1,1,0,0,1,0,0,0,0
"62",31,19.32386,2.961341,13,8,8,1,0,1,0,0,0,0,0,1
"63",36,11.1875,2.414797,5,5,0,1,1,1,0,0,0,0,1,0
"6410",15,11.1875,2.414797,8,8,5,1,0,1,0,0,1,0,1,0
"67",33,27.67434,3.320506,18,5,5,0,1,1,0,0,0,0,0,1
"713",12,5.37,1.680828,5,0,0,1,0,0,0,1,1,0,0,0
"742",29,6.884615,1.929289,8,5,0,1,1,0,0,1,0,0,0,0
"755",30,17.34063,2.853052,8,5,5,1,1,0,1,0,0,0,0,1
"76",10,20.36125,3.013633,13,5,5,1,0,0,1,0,0,0,0,1
"778",34,11.635,2.454018,8,5,5,1,1,0,1,0,0,0,1,0
"7810",30,16.15972,2.782522,13,18,8,1,1,0,0,1,0,0,0,0
"8110",6,5.327381,1.67286,8,5,5,1,0,0,0,1,1,1,0,0
"8210",29,12.86563,2.554559,13,5,5,1,1,1,0,0,0,0,1,0
"8310",17,11.93333,2.479336,18,8,5,1,0,1,0,0,0,0,0,1
"8410",25,7.458333,2.009332,13,8,13,0,0,1,0,0,0,0,0,0
"85",18,10.22857,2.325185,13,13,5,1,1,1,0,0,1,0,0,0
"86",11,5.37,1.680828,8,5,0,1,0,1,0,0,1,0,0,0
"872",37,17.34063,2.853052,18,13,5,1,1,1,0,0,0,0,1,0
"92",20,7.284883,1.985801,8,0,0,1,1,0,0,1,0,0,0,1
"94",15,7.83125,2.058122,13,5,8,1,0,0,0,1,0,0,0,1
"9510",15,10.06875,2.309437,13,8,8,1,0,0,0,1,0,1,0,0
"97",34,4.475,1.498506,8,5,5,1,1,0,1,0,0,0,1,0
"982",16,7.271875,1.984014,8,5,5,1,0,0,1,0,0,0,0,0
"103",36,14.70846,2.688422,13,5,5,1,1,0,0,1,0,0,0,1
"104",25,10.19306,2.321707,8,13,5,1,0,0,0,1,0,0,1,0
"105",34,19.88889,2.990161,13,5,5,1,1,0,0,1,0,0,0,0
"1067",29,10.78972,2.378594,16,5,5,1,1,0,1,0,0,0,0,0
"107",15,16.78125,2.820262,13,5,5,1,0,0,1,0,1,0,1,0
"10910",22,7.458333,2.009332,8,5,5,1,0,1,0,0,1,0,0,1
"11010",26,14.54375,2.677161,13,5,5,1,1,1,0,0,0,0,0,0
"1115",29,10.09983,2.312518,13,5,5,0,0,0,0,1,0,0,0,1
"112",38,15.10312,2.714902,13,5,5,1,1,1,0,0,0,0,1,0
"1135",31,8.079861,2.089375,8,5,5,1,1,0,1,0,0,0,0,1
"11410",26,7.83125,2.058122,8,5,5,1,0,0,1,0,0,0,0,1
"11510",24,11.77632,2.46609,13,5,5,1,1,0,0,1,0,0,0,1
"116",28,20.1375,3.002584,13,8,5,1,0,0,0,1,0,0,0,1
"11710",26,8.390625,2.127115,8,8,5,1,1,0,0,1,0,0,0,0
"118",27,22.375,3.107944,18,8,5,1,1,0,0,1,0,0,0,1
"1199",33,13.425,2.597119,13,5,5,1,0,0,0,1,0,0,0,1
"12010",22,34.80556,3.549777,18,5,13,1,1,0,0,1,0,0,0,1
